p_PerfTitleClean,e_EventId
As17800527 throughout,2
Transformation Or The Manager An Actor In Spite Of Himself,2
The Unfortunate Dutchess Of Malfey,2
As17801216,2
Sylvia,2
A King And No King,2
Trick upon Trick,2
The Messiah Preceded By god Save The Kingcoronation Anthems,2
End St,2
The Prussian Camp,2
THE APPARITION,2
A Jubilee In Commemoration Of Handel,2
THE BOX LOBBY CHALLENGE,2
Kensington Gardens,2
As17801219,2
The Messiah Judith,2
The London Prentice,2
Larcadia In Brenta,2
A Journey to Bristol,2
End I Les Caprices de Galatee as17810329 ,2
Acis And Galatea 0 Grand Selection 0,2
A Grand Selection of Sacred Music 3,2
She Would And She Would Not,2
King Henry The Second Or The Fall Of Rosamond,2
As17770204,2
As17770201,2
As17610623,2
End IV 2nd piece The Humours of New Market,2
The Witches or A Trip to Naples,2
The Old Cloathsman,2
As17650809,2
Ptolemy,2
The Witches or Harlequin Cherokee,2
The Wandering Jew or Loves Masquerade,2
La Buona Figluola,2
The Wits,2
La Cifra,2
Rollo,2
The Perplexd Lovers,2
As17710402,2
Romeo and Juliet,2
A Wife In The Right,2
LOVERS QUARRELS,2
Proteus,2
The Volunteers Or The Stock Jobbers,2
As17750207,2
The Picture of Paris Taken in the Year 1790,2
La Scola Dei Maritati act I Only,2
A Widow and no Widow,2
La Clemenza Di Tito,2
The Opera of Operas or Tom Thumb the Great,2
La Comediante Fatta Cantatrice,2
RULE BRITANNIA,2
The Pavilion,2
La Foire De St,2
Ramah Droog Or Wine Does Wonders,2
La Fille Capitaine,2
As17350912,2
The Wedding Night,2
The Weathercock,2
Recital,2
The Way to Get Un Married,2
The What DYe Call It,2
Redemption 0 Messiah Grand Selection 0,2
La Fausse Coquette,2
End Lincos Travels,2
As17371114,2
GGrand Dance,2
La Ingratitudine Punita,2
Redemption Grand Selection 0,2
The Wild Goose Chase,2
The Wit of a Woman,2
La Contessina,2
The Way To Get Un married,2
End IV Tally ho,2
End Opera Le Siege de Cythere,2
Julia Or The Italian Lover,2
End Opera New Dance as17730206,2
LLes Chasseurs and les Bergeres as17610623 The German Coopers as17610623 III The Reapers Master Rogers Miss Twist Master Tetley Miss Tetley Miss Street,2
A New Pantomime,2
King Richard The Iiid,2
The Music from Bonduca Drydens Ode for St,2
As17760611Diane et Endymion Les Deux Soeurs,2
Secular Masque,2
The Music In Bonduca Alexanders Feast,2
The Muses Looking Glass,2
The Mulberry Garden,2
The Vintner Tricked,2
Seeing is Believing A Dramatic Proverb,2
End II Annette et Lubin,2
The Mountebank,2
The Moore Of Venice,2
As17761212,2
Grand Concert Of Vocal And Instrumental Music,2
Serious And Comic Oratory,2
The Monody on the Death of Garrick,2
Pilgrim,2
End I concerto on the oboe W,2
Timon,2
Timon In Love,2
She Stoops to Conquer,2
As17761116,2
Scipio,2
End II La Fete du Seigneur,2
End II La Mort d Hercule and his Apotheosis,2
La Serva Padrona Or The Servant Mistress,2
A Rehearsal Of Kings,2
Porus,2
LLes Boufons du Cour as17421120 Characters of Dancing as17421025 Les Jardiniers Suedois as17421123,2
End Opera The Deserter,2
Gideon,2
SSt,2
The Young Actor,2
Sacred Canons,2
Salve Regina,2
As17750311,2
End II Tally ho,2
Poor Old Hay Market,2
End II Poor Jack,2
The Virgin Queen,2
A Pasticio With Concertos,2
A New Symphony,2
The Power Of Harmony,2
The Prejudice of Fashion,2
Goliath,2
Scanderbeg,2
LA SERVA PADRONA,2
Thimbles Flight from the Shopboard,2
Royal Clemency,2
As17820110 throughout ,2
As17810510 throughout,2
Interlude Hymen End Act II,2
A Grand Sacred Selection 0 Messiah 0,2
It Should Have Come Sooner,2
Le Joueur,2
The Manager an Actor in Spite of Himself,2
Otho,2
Israel In Egypt Judas Maccabaeus,2
End The Wapping Landlady Double Hornpipe,2
Harlequin Statue or The Jealous Farmer Deceivd,2
The Ridotto Al Fresco,2
Harlequin Hussar,2
Vaudeville As17890127,2
End The Wapping Landlady Double Hornpipe as17690408,2
The Triumph Of Time And Truth,2
The Relapse Or Vertue In Danger,2
A Gallimaufry,2
Vaulting,2
Othello The Moor Of Venice,2
The Triumph of Truth 0,2
Taste a la Mode,2
Acis and Galatea comic part,2
The Rise And Fall Of Massaniello,2
The Red Cross Knights,2
A Grand Selection,2
V The Masque of Neptune and Amphitrite,2
A Grand Scene of Cupid and Psyche  A Scaramouch Dance Phillips which he performed at the Opera House at Paris upwards of Forty successive Nights with universal Applause,2
Tamerlane The Great,2
The Ma1ds Tragedy,2
A Grand Sacred Selection 3,2
A Day In Turkey Or The Russian Slaves,2
Tars at Torbay,2
End I Divertisement as17910326but  Vestris,2
A Grand Sacred Selection 2,2
The Mans Bewitchd,2
J,2
Harlequin Statue or The Jealous Farmer Outwitted,2
A Grand Sacred Selection 1,2
End I Divertisement as17910326 ,2
Omai or A Trip round the World,2
As17860427 throughout ,2
Harlequin Incendiary or Colombine Cameron,2
Harlequin Sorcerer with the Loves of Pluto and Proserpine,2
Vittorina,2
The Magician or Harlequin a Director,2
Harlequin Rambler or The Convent in an Uproar,2
Acis and Galatea 2,2
Le Siege de Cythere,2
End afterpiece The Scotch Ghost,2
Acis and Galatea 3,2
The Magick Banner,2
The Maids the Mistress,2
The Maids The Mistress,2
The Adventures of Fribble,2
The Maid Of Honour,2
Anatomist,2
As17850405 throughout ,2
Orfeo e Eurydice,2
Orione O Sia Diana Vendicata,2
The Tragedy of Tragedies or Tom Thumb,2
Orpheus And Eurydice,2
Vocal and instrumental Music the best Masters viz,2
Acis and Galatea Triumph of Truth 0,2
Lecole Des Femmes,2
The Triumph Of Honour,2
Omnipotence Judas Maccabaeus,2
Vertue Betrayd,2
As17860406 throughout ,2
Le Mariage Force,2
As17860225 throughout ,2
Harlequin Skeleton i,2
The Amorous Adventure or The Plague of a Wanton Wife,2
Orpheus and Eurydice with the Metamorphoses of Harlequin,2
Le Matin Midi et le Soir,2
Harlequin Mountebank,2
A Cure for the Heart Ache,2
The Tragedy Of Tragedies Or The Life And Death Of Tom Thumb The Great,2
A DIVERTISEMENT,2
Harlequin Shipwreckd With the Loves of Paris and Oenone,2
Lecture,2
Orpheus and Eurydice With The Metamorphoses of Harlequin,2
Le Nozze Di Dorina And I Zingari In Fiera,2
TWO STRINGS TO YOUR BOW,2
Tantara Rara Rogues All,2
The Rival Father,2
Elfrid Or The Fair Inconstant,2
Acis And Galatea Redemption 0,2
End The Irish Lilt as17731005,2
THE SIEGE OF MEAUX,2
THREE WEEKS AFTER MARRIAGE,2
Joseph,2
The Lovers Melancholy,2
The Merchant of Venice,2
End The Humours of the NewMarket Races as17760503,2
Wat Tyler And Jack Straw,2
The Loyal Subject,2
The Lover,2
The April Fool,2
Jewish Education,2
The Art of Management,2
Elfrid,2
TTwo Pierrots Vallois J,2
THE SPANISH BARBER,2
Eldred,2
Harlequin and Oberon or The Chace to Gretna,2
Papal Tyranny In The Reign Of King John,2
Eldred Or The British Freeholder,2
A Grand Selection 0 Of Sacred Music From The Works Of handel Messiah,2
The Mayor Of Garratt,2
A Grand Selection 0 Of Sacred Music Messiah,2
Le Carillon de Maitre Gervaise and Dame Alison,2
Fatal Love,2
Oedipus Tyrannus,2
THE WARD OF THE CASTLE,2
Harlequin Captive or The Magick Fire,2
Harlequin and Faustus or The Devil will have his Own,2
Acis And Galatea Prodigal Son,2
As17830215 throughout ,2
TThe Coblers Jealous Wife,2
Pastor Fido Or The Faithful Shepherd,2
The Assignation Or Love In A Nunnery,2
End The Prussian Camp,2
Harlequin Executed,2
A Grand Selection 0 From The Most Favourite Works Of Handel Messiah,2
THE PURSE or Benevolent Tar,2
TThe Turkish Pirate as17461229 Laundresss Visiting Day as17461229,2
The Queen Of Arragon,2
Jealousy Deceived or The Amours of Harlequin,2
A Grand Selection 0 From The Works Of Handel,2
As17840306athi ,2
Two Strings to your Bow,2
In A Village,2
The Lucky Discovery or The Tanner of York,2
V Preamble on the Kettle Drums Jo,2
Voluntary Contributions,2
The Rites of Hecate or Harlequin from the Moon,2
End The Sailors Revels at Portsmouth,2
Le Francois a Londres,2
As17830218 throughout ,2
Judas Macchabeus,2
The Anatomist or the Sham Doctor,2
TThe Faggot Binders as17640301 Dance as17640301,2
The Love Match,2
The Merry Counterfeit,2
Old Man Taught Wisdom or The Virgin Unmaskd,2
V Masque of Neptune and Amphitrite,2
TThe Difference of Nations,2
The Lancashire Witches Or Teague Odivelly,3
As17910521,3
The Feignd Innocence,3
The Point at Herqui,3
The Fair Example Or The Modish Citizens,3
Adventures Of Half An Hour,3
The Maid Of Kent,3
Acis and Galatea or The Country Wedding,3
Arrived At Portsmouth,3
The Magician of the Mountain,3
The Fair Example,3
The Plot,3
The Three And The Deuce,3
The Virgin Unmaskd or An Old Man Taught Wisdom,3
As17851028,3
Adelaide,3
The Old Troop Or Monsieur Raggou,3
The Pharo Table,3
The Parracide,3
As17860516 throughout ,3
The Shepherdess Of The Alps,3
As17860523 throughout ,3
As17931002,3
The Farmers Return From London,3
The Shepherds Artifice,3
An Old Man Taught Wisdom or The Virgin Unmaskd,3
COMUS,3
The Touchstone or Harlequin Traveller,3
The Life And Death Of Common Sense,3
The Lying Lover,3
The Fall of Phaeton With Harlequin a Captive,3
Alexanders Feast 3,3
Alexanders Feast 1,3
The Family Compact,3
Alexanders Feast Grand Selection 0,3
Calypso,3
The Opera Of Operas,3
The Fatal Constancy,3
The Volunteers,3
The Fatal Villainy,3
The Livery Rake,3
A School For Widows,3
Busiris King Of Egypt,3
As17860420 throughout ,3
The What dye Call It,3
The Sheep Shearing,3
The Life and Death of Tom Thumb the Great,3
The Note of Hand or Trip to Newmarket,3
As17741119,3
The Fatal Interview,3
A Trip to Scarborough,3
What Dye Call It,3
The Fatal Curiosity,3
As17480220,3
The Female Minor,3
A Grand Selection 0principally From The Works Of handel Redemption 0,3
The Press Gang,3
Aureng zebe,3
The Rape,3
The Heroine Of The Cave,3
The Purse or Benevolent Tar,3
The Heroick Daughter,3
hay The Padlock,3
Triumph Of Time And Truth,3
The Tutor,3
Arden Of Feversham,3
The Maskd Friend,3
At Kings Much Ado About Nothing,3
The Rape of Proserpine With The Birth and Adventures of Harlequin,3
As17840217 throughout ,3
The Surprizal,3
The Receipt Tax,3
The Inquisitor,3
Ariadne et Bacchus,3
At Kings All In The Wrong,3
As17790503,3
The Marriage Hater Matchd,3
As17790209,3
As17840318hroughout ,3
Bayess Opera,3
As17801219 throughout,3
The Students or The Humours of St,3
At Kings The Belles Stratagem,3
Auld Robin Gray,3
At Kings The Rival Sisters,3
At Kings The Rivals,3
As17811211 throughout ,3
At Kings The Inconstant,3
A Grand Selection From The Works Of handel 0 Messiah,3
At Kings The Heiress,3
The Queen Of Spain,3
Acis And Galatea Messiah,3
As17820402 throughout ,3
Ambarvalia,3
The Tailors A Tragedy for Warm Weather,3
True Blue or The Press Gang,3
As17820605throughout ,3
The Merry Wives Of Windsor With The Humours Of Sir John Falstaff,3
The Rural Sports,3
The Merry Wives of Windsor,3
As17821212 throughout ,3
A Grand Selection 0 Of Sacred Music From The Works Of handel,3
Troilus And Cressida Or Truth Found Too Late,3
As17810210,3
The Messiah Acis And Galatea,3
As17810123,3
The Imprisonment with The Triumphs of Love,3
The History And Fall Of Domitian,3
The Mistake Or The Wrangling Lovers,3
As17781124,3
As17780511,3
The Jovial Crew or The Merry Beggars,3
The Fortune Hunters,3
The Spaniards Dismayed,3
The Village Fete,3
The Sot,3
The Sons Of Anacreon,3
A New Occasional Prelude,3
Blue Beard or Female Curiosity,3
The Judgment Of Paris,3
As17970513,3
Three Weeks After Marriage,3
As17960924,3
The First Part Of King Henry Iv With The Humours Of Sir John Falstaff,3
Three Hours After Marriage,3
Bonduca Or The British General,3
The Lad Of The Hills,3
Thomas And Sally,3
Botheration,3
As17950929,3
Acis and Galatea 3 i,3
The Sham Conjurer,3
A New Prelude And Prologue,3
The Ladys Revenge,3
A Musical Olio,3
Acis and Galatea 1,3
The Jesuit,3
A Musical Entertainment,3
The Sailors Prize,3
At Hay The Gamester,3
The Manager in Distress,3
As17771014,3
The Roman Maid,3
The Irish Mimic,3
Zelma,3
The Irishman in Spain,3
The Generous Freemason,3
Ximena,3
The School for Scandal,3
The Sham Physician,3
A Gazette Extraordinary,3
The Frenchified Lady never in Paris,3
Allesandro Nellindia,3
As17770308throughout,3
The School of Folly,3
The Spirit of Contradiction,3
The Rendezvous,3
As18000304 ,3
Women Pleased,3
The Jealous Husband,3
The Spanish Wives,3
Amintas,3
A Miscellaneous Concert,3
The Welch Opera,3
The Coup de Grace,3
The Comical Rivals or The School Boy,3
Rosin a,3
Il Trionfo Darianna,3
Fashion Displayd,3
The Battle of the Poets,3
LAllegro ed il Penseroso 1,3
Sampson Judge Of Israel,3
Sauny The Scot Or The Taming Of The Shrew,3
The Baron Kinkvervankotsdorsprakengatchdern,3
Frederick Duke Of Brunswick Lunenberg,3
La Villana Riconosciuta,3
Le Tartuffe,3
The Devil of a Duke,3
Semiramide Act II only,3
Semiramide Riconosciuta,3
EExtravaganza,3
End I The Rural Sports as17810123,3
Earl Of Essex,3
The Authors Farce With The Pleasures Of The Town,3
Siroe,3
The Beaus Duel Or A Soldier For The Ladies,3
Liberty Asserted,3
Il Tutor Burlato,3
The Difference of Nations,3
LAmadriade,3
End Opera The Humours of the NewMarket Races as17760503,3
Love And Resolution,3
FONTAINVILLE FOREST,3
End Opera Le Deserteur,3
End Opera La Foire de Smirne,3
End A New Comic Dance as17671021,3
End New Dance as17730206,3
Radamistus,3
Il Re Pastore,3
Don Saverio,3
Cimbeline,3
I By Mlle Anne Roland c,3
Dorinda,3
Fair Penitent,3
Cimene,3
The Blackamoor,3
Regulus,3
The Disbanded Officer Or The Baroness Of Bruchsal,3
Robin Goodfellow or The Rival Sisters,3
LAllegro ed il Pensieroso 1,3
Il Conte Ridicolo,3
Sofonisba,3
Songs From Artaxerxes,3
The Death and Revival of Harlequin,3
THE SURRENDER OF CALAIS,3
THE VIRGIN UNMASKD,3
III Le Masquerade,3
Emilia Galotti,3
King Henry the Fifth,3
End I Farce The Wapping Landlady,3
King Henry the Fourth Part I,3
End 2nd piece LAmour et Psiche,3
Grand Selection 0 Of Sacred Music From The Works Of handel,3
Taste or The Diversions of the Morning,3
Lali Damore,3
Telemachus in the Island of Calypso,3
Lamore Contrastato,3
The Court of Apollo i,3
The Adventures Of Five Hours,3
Lallegro Ed Il Pensieroso Grand Selection 0,3
The Agreeable Surprize,3
Lallegro Ed Il Pensieroso,3
King Pepins Campaign,3
Taste or Tragedy a la Mode,3
The Cady of Bagdad,3
THE SIEGE OF BERWICK,3
THE SCHOOL FOR ARROGANCE,3
Ibrahim The 13th Emperor Of The Turks,3
Edward The Black Prince Or The Battle Of Poictiers,3
Harlequins Treasure,3
Lady Jane Grey,3
Le Ali Damore,3
Electra,3
Susanna,3
THE FIRST FLOOR,3
The Armourer,3
III Astolphe,3
End I Les Amans Surpris as17801216,3
Eloisa,3
King Henry The Ivth Part Ii,3
The Debauchees or The Jesuit Caught,3
THE LONDON HERMIT,3
THE MAYOR OF GARRATT,3
Herod And Mariamne,3
Committee,3
THE POOR SOLDIER,3
The Anatomist Or The Sham Doctor,3
The Country Wedding and Skimmington,3
King Henry Iv,3
LAllegro ed il Pensieroso 2,3
Phoebe or The Beggars Wedding,3
JJubilee Ball,3
Epicoene,3
Loves Triumph,3
New Medley Concert,3
News From Parnassus,3
Diana and Acteon,3
The Choice,3
No Fools Like Wits,3
Harlequin a Sorcerer With The Loves of Pluto and Proserpine,3
Nobody,3
The Double Falsehood,3
III The Merry Sailors as17680920,3
La Disfatta Di Dario,3
Orphan,3
The Dutiful Deception,3
Henry The Second Or The Fall Of Rosamond,3
The Dutch and Scotch Contention or Love and Jealousy,3
LLes Sabotiers Tyrolese as17521028,3
MARIAN,3
The Chymical Counterfeits or Harlequin Worm Doctor,3
Money The Mistress,3
Mars and Venus or The Mouse Trap,3
Marplot,3
Marina,3
La Buona Figliuola Maritata,3
The Ephesian Matron,3
Harlequin Restord or Taste a la Mode,3
Marcella,3
Messiah,3
HIGH LIFE BELOW STAIRS,3
Miss In Her Teens,3
The Coffee House Politician,3
I The Prussian Camp,3
JJudgment of Paris,3
MOTHER SHIPTON TRIUMPHANT,3
Judas Maccabaeus Acis And Galatea,3
LLes Satires Puny,3
Mithridates,3
DDifference of Nations,3
I Tambourine by Mlle Roland,3
Hartford Bridge or The Skirts of the Camp,3
Oedipus,3
End The Humours of New Market,3
The Double Gallant Or The Sick Lady Cured,3
King Henry Ii Or The Fall Of Rosamond,3
HARLEQUINS CHAPLET,3
Love In A Maze,3
Ipermestra,3
Ignoramus Or The English Lawyer,3
Harlequins Contrivance or The Plague of a Wanton Wife,3
G,3
Patie and Peggy,3
King Arthur Or Merlin The British Enchanter,3
The Dupe,3
La Donna Di Spirito,3
The Coquette,3
Parnasso In Festa,3
Eumene,3
Lallegro Ed Il Penseroso 0 Grand Selection 0,3
King And No King,3
Harlequin in the City,3
The Duke Of Guise,3
End The Scotch Ghost or Little Fannys Love,3
PEEPING TOM,3
The Duke Of Milan,3
PART III,3
The Village Opera,4
The Jealous Husband Outwitted,4
The Catch Club i,4
As17941007,4
Galligantus,4
The Amours of Harlequin,4
As17981205,4
Don Quixote Part Ii,4
La Guinquette,4
The Irish Mimick or Blunders at Brighton,4
The Battle of Hexham or Days of Old,4
As17870201,4
Zemire Et Azor,4
The Humours of the Turf,4
End A Dance as17731014,4
Iphigenia in Aulide,4
The Comet,4
The British Recruit,4
Don Pedro,4
The Humours of Purgatory,4
Harlequin Happy and Poor Pierrot Married,4
Dermot and Kathlane,4
Zemira and Azor,4
The Chimney Corner,4
A Woman Is A Riddle,4
The Wife Of Bath,4
As17900615,4
The Chinese Festival,4
The Lie Of The Day,4
At Kings Know Your Own Mind,4
Lady Moore or The Dragoness,4
As17891017,4
As17931004,4
The Indian Queen,4
The Captives,4
At Kings Love Makes A Man,4
As17881125,4
The Best Bidder,4
The Chelsea Pensioner,4
The Christian Hero,4
At Hay The Rival Sisters,4
The Chapter of Accidents,4
Distressd Beauty Or The London Prentice,4
Ladys Last Stake,4
At Kings The Beaux Stratagem,4
The Blind Beggar Of Bethnal Green,4
La Famiglia De Bertholdi,4
As17910331 ,4
The Maid In The Mill,4
The Magician No Conjurer,4
Orione,4
WIVES IN PLENTY,4
A Concert Of Vocal And Instrumental Music,4
A Concert Of Musick,4
Vimonda,4
The Rehearsal or Bayes in Petticoats,4
Ozmyn and Daraxa,4
The Statesman Foild,4
Euriso,4
The Rake Reformed,4
Pastor Fido,4
End The Frolick as17740416,4
Penelope,4
A Fond Husband Or The Plotting Sisters,4
Harlequin Junior or The Magic Cestus,4
The Provokd Husband Or The Journey To London,4
Love In The City,4
Love In Several Masques,4
Arlequin Balourd,4
Vertue Betrayd Or Anna Bullen,4
Love For Money,4
Loves Contrivance,4
The Poor Sailor or Little Bob and Little Ben,4
Alcina,4
The Rival Milliners,4
A Duke And No Duke,4
All in Good Humour,4
Merlins Cave or Harlequin Skeleton,4
The Sea Voyage Or A Commonwealth Of Women,4
Miss Midnights Medley Concert,4
The School for Arrogance,4
Virtue Betrayed Or Anna Bullen,4
Almeyda,4
MODERN ANTIQUES,4
Mock Doctor,4
Modern Madness,4
A Cure for a Scold,4
The Siege of Curzola,4
Musical Entertainment of Neptune and Amphitrite,4
The Siege of Gibraltar,4
The Soldiers Festival or The Night before the Battle,4
The Roman Sacrifice,4
Harlequin Teague or The Giants Causeway,4
Harlequin Turnd Dancing Master,4
The Rival Soldiers,4
No Ones Enemy But His Own,4
OSCAR AND MALVINA,4
Foote Weston and Shuter in the Shades,4
End Opera Venus and Adonis,4
Judas Maccabaeus Redemption 0,4
Acis And Galatea Judas Maccabaeus,4
The Metamorphosis,4
The Metamorphoses,4
THE FARMER,4
THE FOLLIES OF A DAY,4
THE GLORIOUS FIRST OF JUNE,4
THE HIGHLAND REEL,4
Acis And Galatea 0 Redemption 0,4
THE LIAR,4
THE MOCK DOCTOR,4
Lavare,4
THE SAILORS FESTIVAL,4
2 Henry Iv With The Humours Of Sir John Falstaff,4
The Massacre Of Paris,4
The Massacre At Paris,4
THOMAS AND SALLY,4
The Marriage Act,4
The Man Of Taste Or The Guardians,4
Lamor Fra Le Vendemmie,4
As17850329hroughout ,4
The Adventures of Sir Lubberly Lackbrains,4
The Miniature Picture,4
The Point of Honour,4
Acis And Galatea With Drydens Ode,4
Five Thousand a Year,4
Lomaggio,4
Rape of Proserpine,4
Raymond and Agnes or The Castle of Lindenbergh,4
The Pantheonites,4
Lo Studente A La Moda,4
The Pad,4
Lisola Del Piacere,4
As17410928,4
The Thespian Panorama,4
As17650909,4
Liberal Opinions,4
Family Distress,4
The Non juror,4
Ruth,4
Fast Asleep,4
End II La Surprize de Daphnis et Cephise,4
Le Triomphe DEuthime sur Le Genie de Liba,4
The Musical Entertainment,4
Seeing Is Believing A Dramatic Proverb,4
Five Thousand A Year,4
Le Gemelle,4
The Mock Countess,4
The Mistake Or The Lovers Quarrel,4
All Alive And Merry,4
The Grumbler,4
The Descent Of The Heathen Gods,4
George Barnwell the London Merchant,4
Joseph And His Brethren,4
A Grand Selection 0 Of Sacred Music,4
The Harlots Progress or The Ridotto Al Fresco,4
Caesar Borgia Son Of Pope Alexander The Sixth,4
HE WOUD BE A SOLDIER,4
LAllegro ed il Penseroso 2,4
Constantine,4
King Arthur Or The British Worthy,4
II The Wapping Landlady,4
The Elders,4
Henry The Fourth Part I,4
LLe Carneval de Venice,4
Buthred,4
Hercules,4
The Worm Doctor,4
The Harlequins Invasion,4
Thomasand Sally or The Sailors Return,4
Cephalus and Procris With Harlequin Grand Volgi,4
Cupid and Bacchus,4
Jupiter and Europa or The Intrigues of Harlequin,4
King Henry The Fourth  With The Humours Of Sir John Falstaff,4
LA BELLA PESCATRICE,4
II The Knife Grinders as17631012,4
The Farmer Trickd,4
The Dutchman,4
Aureng Zebe,4
Barataria or Sancho Turned Governor,4
Tippoo Saib,4
Caio Mario,4
The Deserter of Naples,4
A Pasticcio,4
The Hermione,4
Britannia or The Royal Lovers,4
Judas Maccabaeus Alexanders Feast,4
Trick for Trick,4
Belphegor or The Wishes,4
The Days of Yore,4
King Henry The Viii,4
King Lear And H1s Three Daughters,4
The Fair Lunatick,4
Henry V,4
A New Grand Selection,4
Chit Chat,4
The Czar,4
The Cure Of Saul,4
I Due Gobbi,4
V The Enchanted Garden,4
I Vlaggiatori Felici,4
Henry and Emma,4
The Frenchified Lady Never in Paris,4
Betty,4
A Peep behind the Curtain or The New Rehearsal,4
The Critic or A Tragedy Rehearsed,4
The Empress Of Morocco,4
The Fairy Festival,4
Robin Hood Or Sherwood Forest,5
Sauny The Scot,5
Lisola Damore,5
Sapho et Phaon,5
The Burgo Master Trickd,5
Samson Judas Maccabaeus,5
As17750307,5
Whittington,5
A Will and No Will,5
Reformed in Time,5
Concerto Spirituale,5
Tragedy a la Mode,5
Rule a Wife and Have a Wife,5
La Vendemmia,5
False and True,5
Like Master Like Man,5
Redemption,5
La Surprize de Daphnis et Cephise,5
Tom Thumb the Great,5
The Walking Statue or The Devil in the Wine Cellar,5
The Female Fortune Teller,5
The Neocromancer,5
The Nuptial Masque,5
The Last Of The Family,5
Ricimero,5
The Old Womans Oratory 1,5
The Taming Of The Shrew,5
The Petticoat Plotter,5
Scapin,5
THE DEAD ALIVE,5
THE FLITCH OF BACON,5
The Unnatural Parents Or The Fair Maid Of The West,5
As17810329throughout,5
THE MARINERS,5
As17860311hroughout ,5
Jeptha,5
As17851103,5
THE QUAKER,5
THE SICILIAN ROMANCE,5
Acis And Galatea Alexanders Feast,5
THE SON IN LAW,5
The Mayor of Garrett,5
THE VILLAGE LAWYER,5
Alive and Merry,5
Grand Miscellaneous Act,5
Lamour Costante,5
The Mans Bewitchd Or The Devil To Do About Her,5
Tartuffe,5
Jepthas Rash Vow,5
Achilles,5
The Two Gentlemen Of Verona,5
Aci E Galatea,5
A Word For Nature,5
THE AGREEABLE SURPRISE,5
The Messiah Redemption 0,5
The Basket Maker,5
The Tragedy Of Tragedies,5
The Follies Of A Day Or The Marriage Of Figaro,5
Fire and Water,5
The London Hermit or Rambles in Dorsetshire,5
The Tragical History Of King Richard Iii,5
The Bank Note,5
Le Serve Rivali,5
The Triumph of Hymen,5
Shuters Warehouse,5
The Gnome,5
Arsinoe Queen Of Cyprus,5
Le Gelosie Villane,5
The Footman,5
Il Curioso Indiscreto,5
II The Reprizal,5
As17891117,5
Le Deserteur,5
Le Contadine Bizzarre,5
Harlequins Return,5
The Lucky Discovery,5
Lavaro Deluso,5
Coriolanus Or The Roman Matron,5
Poor Old Hay market,5
End Opera Medee et Jason,5
Hide and Seek,5
Athalia,5
Love in a Village,5
The Cave of Trophonius,5
The Wonders Of Derbyshire,5
Harlequin a Sorcerer With the Loves of Pluto and Proserpine,5
The City Politicks,5
The Coquet,5
The Refusal Or The Ladies Philosophy,5
The Stage Coach Opera,5
Hecuba,5
Myrtillo,5
Jack Of Newbury,5
The Silver Tankard,5
The Red cross Knights,5
The Embarkation,5
Antiochus,5
In III Epithalamium,5
Ignoramus,5
The Royal Slave,5
I Traci Amanti,5
K,5
The False Count,5
 The Volunteers,5
Germondo,5
The False Count Or A New Way To Play An Old Game,5
None are so Blind as Those Who Wont See,5
Nootka Sound,5
Loves Frailties,5
True Friends,5
Dido Queen Of Carthage,5
The Wrangling Lovers,5
Old Womans Oratory 2,5
Old Womans Oratory 3,5
The Cabinet Of Fancy,5
The Rival Widows,5
The Ridiculous Guardian,5
Andromaca,5
The Earl Of Essex Or The Unhappy Favorite,5
The Widow Of Delphi,5
The Caravan at Rest,5
The Dumb Farce,5
La Discordia Conjugale,5
The Humours Of The Army,5
The Prize or 2 5 3 8,5
As17981114,5
The Sea Voyage,5
Entertainment Of Vocal And Instrumental Music,5
Judgment of Paris,5
He Northern Heroes,5
The Prodigal Son Messiah,5
A Grand Selection Of Sacred Music 0,5
Arianna E Teseo,5
The Prophetess Or The History Of Dioclesian,5
The Prisoner At Large,5
The Candidate,5
Astarto,5
Don Carlos Prince Of Spain,5
A Duke and No Duke,5
IV The Wapping Landlady,5
Entertainment,5
The Purse Or Benevolent Tar,5
Astartus,5
The Jealous Doctor or The Intriguing Dame,5
Judith,5
Periander,5
The Dramatist Or Stop Him Who Can,5
The Milesian,6
Marplot in Lisbon,6
Squire Basinghall,6
Marriage A La Mode Or The Comical Lovers,6
The Secret Tribunal,6
The Fortune Hunters Or Two Fools Well Met,6
The Generous Impostor,6
Temple of Dulness,6
No Ones Enemy but His Own,6
The Married Philosopher,6
Ulysses,6
Venice Preservd Or A Plot Discovered,6
As17811128 throughout ,6
TThe Knife Grinders as17631012,6
Modern Antiques or The Merry Mourners,6
Amadis or The Loves of Harlequin and Colombine,6
THE MOUNTAINEERS,6
Morning Lectures,6
Il Pittore Parigino,6
English Readings,6
The Enchanted Wood,6
Lucius Verus,6
The Siege Of Gibraltar,6
The Rover Or The Banished Cavaliers,6
I Giuochi Dagrigento,6
The School For Guardians,6
The Fair Quaker Or The Humours Of The Navy,6
Alexander Balus,6
Indiscretion,6
Caernarvon Castle,6
Injurd Love,6
A Miscellaneous Act,6
Two Gentlemen Of Verona,6
I Due Castellani Burlati,6
The Rival Queens Or Alexander The Great,6
Interlude Hymen,6
Wild Oats Or The Strolling Gentlemen,6
A Fond Husband,6
False Appearances,6
The Outlaws,6
Venus and Adonis First Interlude,6
ROSINA,6
Philaster Or Love Lies A Bleeding,6
End Opera Iphiginia in Aulide,6
The Peruvian,6
HARTFORD BRIDGE,6
British Fortitude,6
Circe,6
The Prize or 2,6
British Fortitude And Hibernian Friendship,6
Whig And Tory,6
The Platonic Wife,6
Love And Money,6
I Due Fratelli Rivali,6
